"";"name.x";"udzial"
"492";"Koło";0,136263124473498
"493";"Babiak";0,0573620466985609
"494";"Chodów";0,0320434629570061
"495";"Dąbie";0,0596065118748908
"496";"Grzegorzew";0,0416942810802548
"497";"Kłodawa";0,0701703428396498
"498";"Koło";0,054412343888133
"499";"Kościelec";0,0582874187012651
"500";"Olszówka";0,0321217390310659
"501";"Osiek Mały";0,197677141381044
"502";"Przedecz";0,0404346149601894
"503";"Golina";0,0626296289853528
"504";"Grodziec";0,0206135104860182
"505";"Kazimierz Biskupi";0,159470966743556
"506";"Kleczew";0,363689993005395
"507";"Kramsk";0,060443185541682
"508";"Krzymów";0,0668553116734801
"509";"Rychwał";0,0408554737738484
"510";"Rzgów";0,0519645049917556
"511";"Skulsk";0,044244194942732
"512";"Sompolno";0,107444519298076
"513";"Stare Miasto";0,14206158595522
"514";"Ślesin";0,162429631349646
"515";"Wierzbinek";0,16336414368644
"516";"Wilczyn";0,142880596480066
"517";"Słupca";0,11962967194282
"518";"Lądek";0,0336186201732104
"519";"Orchowo";0,0480220118767486
"520";"Ostrowite";0,0543216774241714
"521";"Powidz";0,173059785118291
"522";"Słupca";0,0770375670121956
"523";"Strzałkowo";0,116021207397571
"524";"Zagórów";0,0538186309653834
"525";"Turek";0,155354353230506
"526";"Brudzew";0,256868092897186
"527";"Dobra";0,076983593044266
"528";"Kawęczyn";0,0414930818813352
"529";"Malanów";0,128227905820857
"530";"Przykona";0,335391824393523
"531";"Tuliszków";0,0340499213487819
"532";"Turek";0,102576693283682
"533";"Władysławów";0,0759630043173898
"534";"Kołaczkowo";0,0564728747830921
"535";"Miłosław";0,0876506858459521
"536";"Nekla";0,111113475658862
"537";"Pyzdry";0,0515455615678312
"538";"Września";0,148598992481177
"539";"Konin";0,11404851109264
"540";"Borek Wielkopolski";0,0774276730791523
"541";"Gostyń";0,129074018493774
"542";"Krobia";0,119259751544361
"543";"Pępowo";0,119092350269096
"544";"Piaski";0,08553914109114
"545";"Pogorzela";0,0581612667294731
"546";"Poniec";0,123976769664275
"547";"Granowo";0,0842757585008148
"548";"Grodzisk Wielkopolski";0,147086126035738
"549";"Kamieniec";0,0886471277990269
"550";"Rakoniewice";0,09794694464912
"551";"Wielichowo";0,100208047231753
"552";"Kościan";0,0878374342183316
"553";"Czempiń";0,0988263485169113
"554";"Kościan";0,149269993707213
"555";"Krzywiń";0,0795422710003424
"556";"Śmigiel";0,0899713427893666
"557";"Krzemieniewo";0,0893244718002977
"558";"Lipno";0,143736485813195
"559";"Osieczna";0,126310736854033
"560";"Rydzyna";0,112909249700438
"561";"Święciechowa";0,163560648591683
"562";"Wijewo";0,0739328878640692
"563";"Włoszakowice";0,110232967292147
"564";"Chrzypsko Wielkie";0,0853810695324582
"565";"Kwilcz";0,0966387586403507
"566";"Międzychód";0,138823538092443
"567";"Sieraków";0,108647457497642
"568";"Kuślin";0,0938712002494615
"569";"Lwówek";0,14688052254573
"570";"Miedzichowo";0,1496552255307
"571";"Nowy Tomyśl";0,125601467979507
"572";"Opalenica";0,159102773054101
"573";"Zbąszyń";0,0890025652501563
"574";"Bojanowo";0,0875783070407587
"575";"Jutrosin";0,0633632466206946
"576";"Miejska Górka";0,0553756224679806
"577";"Pakosław";0,0749001693248429
"578";"Rawicz";0,114373231233643
